id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kode_kecamatan,nama_kecamatan,kode_kelurahan,nama_kelurahan,jenis_kelamin,jumlah_penduduk,satuan,tahun
178,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030002,CIAKAR,PEREMPUAN,2954,JIWA,2016
179,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030003,MARGABAKTI,LAKI-LAKI,1862,JIWA,2016
180,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030003,MARGABAKTI,PEREMPUAN,1882,JIWA,2016
181,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030004,AWIPARI,LAKI-LAKI,2778,JIWA,2016
182,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030004,AWIPARI,PEREMPUAN,2694,JIWA,2016
183,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030005,KOTABARU,LAKI-LAKI,6797,JIWA,2016
184,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030005,KOTABARU,PEREMPUAN,6704,JIWA,2016
185,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030006,KERSANAGARA,LAKI-LAKI,4570,JIWA,2016
186,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030006,KERSANAGARA,PEREMPUAN,4248,JIWA,2016
187,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030007,SETIAJAYA,LAKI-LAKI,3264,JIWA,2016
188,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030007,SETIAJAYA,PEREMPUAN,3090,JIWA,2016
189,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030008,SETIARATU,LAKI-LAKI,3750,JIWA,2016
190,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030008,SETIARATU,PEREMPUAN,3617,JIWA,2016
191,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030009,SETIANAGARA,LAKI-LAKI,2508,JIWA,2016
192,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030009,SETIANAGARA,PEREMPUAN,2554,JIWA,2016
193,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031001,SUKANAGARA,LAKI-LAKI,4281,JIWA,2016
194,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031001,SUKANAGARA,PEREMPUAN,4156,JIWA,2016
195,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031002,SUKAMENAK,LAKI-LAKI,4255,JIWA,2016
196,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031002,SUKAMENAK,PEREMPUAN,3902,JIWA,2016
197,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031003,PURBARATU,LAKI-LAKI,3086,JIWA,2016
198,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031003,PURBARATU,PEREMPUAN,3017,JIWA,2016
199,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031004,SUKAASIH,LAKI-LAKI,3157,JIWA,2016
200,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031004,SUKAASIH,PEREMPUAN,3011,JIWA,2016
201,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031005,SUKAJAYA,LAKI-LAKI,3458,JIWA,2016
202,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031005,SUKAJAYA,PEREMPUAN,3191,JIWA,2016
203,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031006,SINGKUP,LAKI-LAKI,3800,JIWA,2016
204,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031006,SINGKUP,PEREMPUAN,3595,JIWA,2016
205,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278040,TAWANG,3278040001,KAHURIPAN,LAKI-LAKI,10493,JIWA,2016
206,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278040,TAWANG,3278040001,KAHURIPAN,PEREMPUAN,10377,JIWA,2016
207,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278040,TAWANG,3278040002,CIKALANG,LAKI-LAKI,6690,JIWA,2016
208,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278040,TAWANG,3278040002,CIKALANG,PEREMPUAN,6739,JIWA,2016
209,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278040,TAWANG,3278040003,EMPANGSARI,LAKI-LAKI,3582,JIWA,2016
210,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278040,TAWANG,3278040003,EMPANGSARI,PEREMPUAN,3638,JIWA,2016
211,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278040,TAWANG,3278040004,TAWANGSARI,LAKI-LAKI,2385,JIWA,2016
212,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278040,TAWANG,3278040004,TAWANGSARI,PEREMPUAN,2469,JIWA,2016
213,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278040,TAWANG,3278040005,LENGKONGSARI,LAKI-LAKI,7461,JIWA,2016
214,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278040,TAWANG,3278040005,LENGKONGSARI,PEREMPUAN,7568,JIWA,2016
215,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278050,CIHIDEUNG,3278050001,TUGUJAYA,LAKI-LAKI,5517,JIWA,2016
216,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278050,CIHIDEUNG,3278050001,TUGUJAYA,PEREMPUAN,5274,JIWA,2016
217,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278050,CIHIDEUNG,3278050002,TUGURAJA,LAKI-LAKI,11562,JIWA,2016
218,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278050,CIHIDEUNG,3278050002,TUGURAJA,PEREMPUAN,11108,JIWA,2016
219,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278050,CIHIDEUNG,3278050003,NAGARAWANGI,LAKI-LAKI,3403,JIWA,2016
220,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278050,CIHIDEUNG,3278050003,NAGARAWANGI,PEREMPUAN,3445,JIWA,2016
221,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278050,CIHIDEUNG,3278050004,YUDANAGARA,LAKI-LAKI,2297,JIWA,2016
222,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278050,CIHIDEUNG,3278050004,YUDANAGARA,PEREMPUAN,2473,JIWA,2016
223,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278050,CIHIDEUNG,3278050005,CILEMBANG,LAKI-LAKI,7925,JIWA,2016
224,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278050,CIHIDEUNG,3278050005,CILEMBANG,PEREMPUAN,7743,JIWA,2016
225,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278050,CIHIDEUNG,3278050006,ARGASARI,LAKI-LAKI,6188,JIWA,2016
226,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278050,CIHIDEUNG,3278050006,ARGASARI,PEREMPUAN,6068,JIWA,2016
227,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278060,MANGKUBUMI,3278060001,KARIKIL,LAKI-LAKI,4559,JIWA,2016
228,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278060,MANGKUBUMI,3278060001,KARIKIL,PEREMPUAN,4284,JIWA,2016
229,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278060,MANGKUBUMI,3278060002,CIGANTANG,LAKI-LAKI,5264,JIWA,2016
230,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278060,MANGKUBUMI,3278060002,CIGANTANG,PEREMPUAN,4969,JIWA,2016
231,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278060,MANGKUBUMI,3278060003,SAMBONGJAYA,LAKI-LAKI,7381,JIWA,2016
232,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278060,MANGKUBUMI,3278060003,SAMBONGJAYA,PEREMPUAN,7234,JIWA,2016
233,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278060,MANGKUBUMI,3278060004,SAMBONGPARI,LAKI-LAKI,4516,JIWA,2016
234,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278060,MANGKUBUMI,3278060004,SAMBONGPARI,PEREMPUAN,4237,JIWA,2016
235,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278060,MANGKUBUMI,3278060005,LINGGAJAYA,LAKI-LAKI,9444,JIWA,2016
236,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278060,MANGKUBUMI,3278060005,LINGGAJAYA,PEREMPUAN,9117,JIWA,2016
237,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278060,MANGKUBUMI,3278060006,MANGKUBUMI,LAKI-LAKI,7770,JIWA,2016
238,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278060,MANGKUBUMI,3278060006,MANGKUBUMI,PEREMPUAN,7569,JIWA,2016
239,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278060,MANGKUBUMI,3278060007,CIPARI,LAKI-LAKI,4730,JIWA,2016
240,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278060,MANGKUBUMI,3278060007,CIPARI,PEREMPUAN,4517,JIWA,2016
241,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278060,MANGKUBUMI,3278060008,CIPAWITRA,LAKI-LAKI,3927,JIWA,2016
242,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278060,MANGKUBUMI,3278060008,CIPAWITRA,PEREMPUAN,3836,JIWA,2016
243,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278070,INDIHIANG,3278070001,PANYINGKIRAN,LAKI-LAKI,4337,JIWA,2016
244,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278070,INDIHIANG,3278070001,PANYINGKIRAN,PEREMPUAN,4174,JIWA,2016
245,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278070,INDIHIANG,3278070002,PARAKANNYASAG,LAKI-LAKI,5057,JIWA,2016
246,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278070,INDIHIANG,3278070002,PARAKANNYASAG,PEREMPUAN,4870,JIWA,2016
247,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278070,INDIHIANG,3278070003,SIRNAGALIH,LAKI-LAKI,3946,JIWA,2016
248,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278070,INDIHIANG,3278070003,SIRNAGALIH,PEREMPUAN,3755,JIWA,2016
249,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278070,INDIHIANG,3278070004,INDIHIANG,LAKI-LAKI,4413,JIWA,2016
250,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278070,INDIHIANG,3278070004,INDIHIANG,PEREMPUAN,4332,JIWA,2016
251,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278070,INDIHIANG,3278070005,SUKAMAJUKIDUL,LAKI-LAKI,4360,JIWA,2016
252,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278070,INDIHIANG,3278070005,SUKAMAJUKIDUL,PEREMPUAN,4273,JIWA,2016
253,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278070,INDIHIANG,3278070006,SUKAMAJUKALER,LAKI-LAKI,5734,JIWA,2016
254,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278070,INDIHIANG,3278070006,SUKAMAJUKALER,PEREMPUAN,5582,JIWA,2016
255,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278071,BUNGURSARI,3278071001,SUKAMULYA,LAKI-LAKI,3639,JIWA,2016
256,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278071,BUNGURSARI,3278071001,SUKAMULYA,PEREMPUAN,3459,JIWA,2016
257,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278071,BUNGURSARI,3278071002,SUKARINDIK,LAKI-LAKI,5026,JIWA,2016
258,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278071,BUNGURSARI,3278071002,SUKARINDIK,PEREMPUAN,4943,JIWA,2016
259,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278071,BUNGURSARI,3278071003,BUNGURSARI,LAKI-LAKI,3312,JIWA,2016
260,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278071,BUNGURSARI,3278071003,BUNGURSARI,PEREMPUAN,3122,JIWA,2016
261,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278071,BUNGURSARI,3278071004,SUKAJAYA,LAKI-LAKI,2890,JIWA,2016
262,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278071,BUNGURSARI,3278071004,SUKAJAYA,PEREMPUAN,2725,JIWA,2016
263,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278071,BUNGURSARI,3278071005,CIBUNIGEULIS,LAKI-LAKI,3486,JIWA,2016
264,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278071,BUNGURSARI,3278071005,CIBUNIGEULIS,PEREMPUAN,3254,JIWA,2016
265,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278071,BUNGURSARI,3278071006,BANTARSARI,LAKI-LAKI,5462,JIWA,2016
266,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278071,BUNGURSARI,3278071006,BANTARSARI,PEREMPUAN,5258,JIWA,2016
267,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278071,BUNGURSARI,3278071007,SUKALAKSANA,LAKI-LAKI,3749,JIWA,2016
268,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278071,BUNGURSARI,3278071007,SUKALAKSANA,PEREMPUAN,3569,JIWA,2016
269,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278080,CIPEDES,3278080001,PANGLAYUNGAN,LAKI-LAKI,10586,JIWA,2016
270,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278080,CIPEDES,3278080001,PANGLAYUNGAN,PEREMPUAN,10090,JIWA,2016
271,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278080,CIPEDES,3278080002,CIPEDES,LAKI-LAKI,7925,JIWA,2016
272,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278080,CIPEDES,3278080002,CIPEDES,PEREMPUAN,7609,JIWA,2016
273,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278080,CIPEDES,3278080003,NAGARASARI,LAKI-LAKI,9804,JIWA,2016
274,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278080,CIPEDES,3278080003,NAGARASARI,PEREMPUAN,9444,JIWA,2016
275,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278080,CIPEDES,3278080004,SUKAMANAH,LAKI-LAKI,13375,JIWA,2016
276,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278080,CIPEDES,3278080004,SUKAMANAH,PEREMPUAN,12738,JIWA,2016
277,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010001,LEUWILIANG,LAKI-LAKI,3269,JIWA,2017
278,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010001,LEUWILIANG,PEREMPUAN,3000,JIWA,2017
279,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010002,URUG,LAKI-LAKI,4535,JIWA,2017
280,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010002,URUG,PEREMPUAN,4304,JIWA,2017
281,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010003,GUNUNGTANDALA,LAKI-LAKI,5124,JIWA,2017
282,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010003,GUNUNGTANDALA,PEREMPUAN,4850,JIWA,2017
283,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010004,GUNUNGGEDE,LAKI-LAKI,4328,JIWA,2017
284,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010004,GUNUNGGEDE,PEREMPUAN,4019,JIWA,2017
285,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010005,TALAGASARI,LAKI-LAKI,3662,JIWA,2017
286,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010005,TALAGASARI,PEREMPUAN,3292,JIWA,2017
287,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010006,TANJUNG,LAKI-LAKI,4324,JIWA,2017
288,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010006,TANJUNG,PEREMPUAN,3995,JIWA,2017
289,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010007,CIBEUTI,LAKI-LAKI,5615,JIWA,2017
290,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010007,CIBEUTI,PEREMPUAN,5185,JIWA,2017
291,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010008,KARANGANYAR,LAKI-LAKI,5068,JIWA,2017
292,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010008,KARANGANYAR,PEREMPUAN,4911,JIWA,2017
293,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010009,CILAMAJANG,LAKI-LAKI,4233,JIWA,2017
294,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010009,CILAMAJANG,PEREMPUAN,3952,JIWA,2017
295,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010010,KARSAMENAK,LAKI-LAKI,8382,JIWA,2017
296,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,3278010010,KARSAMENAK,PEREMPUAN,8128,JIWA,2017
297,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020001,SETIAMULYA,LAKI-LAKI,4041,JIWA,2017
298,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020001,SETIAMULYA,PEREMPUAN,3786,JIWA,2017
299,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020002,SETIAWARGI,LAKI-LAKI,5996,JIWA,2017
300,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020002,SETIAWARGI,PEREMPUAN,5604,JIWA,2017
301,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020003,TAMANSARI,LAKI-LAKI,4668,JIWA,2017
302,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020003,TAMANSARI,PEREMPUAN,4483,JIWA,2017
303,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020004,TAMANJAYA,LAKI-LAKI,5097,JIWA,2017
304,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020004,TAMANJAYA,PEREMPUAN,4825,JIWA,2017
305,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020005,MULYASARI,LAKI-LAKI,7760,JIWA,2017
306,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020005,MULYASARI,PEREMPUAN,7313,JIWA,2017
307,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020006,SUKAHURIP,LAKI-LAKI,4312,JIWA,2017
308,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020006,SUKAHURIP,PEREMPUAN,4008,JIWA,2017
309,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020007,MUGARSARI,LAKI-LAKI,2738,JIWA,2017
310,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020007,MUGARSARI,PEREMPUAN,2534,JIWA,2017
311,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020008,SUMELAP,LAKI-LAKI,2718,JIWA,2017
312,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,3278020008,SUMELAP,PEREMPUAN,2574,JIWA,2017
313,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030001,CIHERANG,LAKI-LAKI,4120,JIWA,2017
314,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030001,CIHERANG,PEREMPUAN,3960,JIWA,2017
315,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030002,CIAKAR,LAKI-LAKI,3157,JIWA,2017
316,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030002,CIAKAR,PEREMPUAN,3105,JIWA,2017
317,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030003,MARGABAKTI,LAKI-LAKI,1888,JIWA,2017
318,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030003,MARGABAKTI,PEREMPUAN,1902,JIWA,2017
319,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030004,AWIPARI,LAKI-LAKI,2765,JIWA,2017
320,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030004,AWIPARI,PEREMPUAN,2709,JIWA,2017
321,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030005,KOTABARU,LAKI-LAKI,6839,JIWA,2017
322,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030005,KOTABARU,PEREMPUAN,6751,JIWA,2017
323,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030006,KERSANAGARA,LAKI-LAKI,4681,JIWA,2017
324,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030006,KERSANAGARA,PEREMPUAN,4328,JIWA,2017
325,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030007,SETIAJAYA,LAKI-LAKI,3330,JIWA,2017
326,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030007,SETIAJAYA,PEREMPUAN,3164,JIWA,2017
327,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030008,SETIARATU,LAKI-LAKI,3814,JIWA,2017
328,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030008,SETIARATU,PEREMPUAN,3674,JIWA,2017
329,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030009,SETIANAGARA,LAKI-LAKI,2539,JIWA,2017
330,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278030,CIBEUREUM,3278030009,SETIANAGARA,PEREMPUAN,2594,JIWA,2017
331,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031001,SUKANAGARA,LAKI-LAKI,4328,JIWA,2017
332,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031001,SUKANAGARA,PEREMPUAN,4210,JIWA,2017
333,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031002,SUKAMENAK,LAKI-LAKI,4287,JIWA,2017
334,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031002,SUKAMENAK,PEREMPUAN,3915,JIWA,2017
335,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031003,PURBARATU,LAKI-LAKI,3081,JIWA,2017
336,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031003,PURBARATU,PEREMPUAN,3032,JIWA,2017
337,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031004,SUKAASIH,LAKI-LAKI,3190,JIWA,2017
338,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031004,SUKAASIH,PEREMPUAN,3019,JIWA,2017
339,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031005,SUKAJAYA,LAKI-LAKI,3507,JIWA,2017
340,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031005,SUKAJAYA,PEREMPUAN,3196,JIWA,2017
341,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031006,SINGKUP,LAKI-LAKI,3805,JIWA,2017
342,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278031,PURBARATU,3278031006,SINGKUP,PEREMPUAN,3600,JIWA,2017
343,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278040,TAWANG,3278040001,KAHURIPAN,LAKI-LAKI,10544,JIWA,2017
344,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278040,TAWANG,3278040001,KAHURIPAN,PEREMPUAN,10405,JIWA,2017
345,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278040,TAWANG,3278040002,CIKALANG,LAKI-LAKI,6715,JIWA,2017
346,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278040,TAWANG,3278040002,CIKALANG,PEREMPUAN,6702,JIWA,2017
347,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278040,TAWANG,3278040003,EMPANGSARI,LAKI-LAKI,3495,JIWA,2017
348,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278040,TAWANG,3278040003,EMPANGSARI,PEREMPUAN,3537,JIWA,2017
349,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278040,TAWANG,3278040004,TAWANGSARI,LAKI-LAKI,2369,JIWA,2017
350,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278040,TAWANG,3278040004,TAWANGSARI,PEREMPUAN,2466,JIWA,2017
351,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278040,TAWANG,3278040005,LENGKONGSARI,LAKI-LAKI,7484,JIWA,2017
352,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278040,TAWANG,3278040005,LENGKONGSARI,PEREMPUAN,7619,JIWA,2017
353,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278050,CIHIDEUNG,3278050001,TUGUJAYA,LAKI-LAKI,5493,JIWA,2017
354,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278050,CIHIDEUNG,3278050001,TUGUJAYA,PEREMPUAN,5263,JIWA,2017
355,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278050,CIHIDEUNG,3278050002,TUGURAJA,LAKI-LAKI,11500,JIWA,2017
356,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278050,CIHIDEUNG,3278050002,TUGURAJA,PEREMPUAN,11076,JIWA,2017
357,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278050,CIHIDEUNG,3278050003,NAGARAWANGI,LAKI-LAKI,3359,JIWA,2017
358,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278050,CIHIDEUNG,3278050003,NAGARAWANGI,PEREMPUAN,3380,JIWA,2017
359,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278050,CIHIDEUNG,3278050004,YUDANAGARA,LAKI-LAKI,2251,JIWA,2017
